time_min,x_mm,y_mm,surface_temperature_C
30,44.0,18.0,34.36687
30,45.0,18.0,34.46362
30,46.0,18.0,34.54916
30,47.0,18.0,34.62267
30,48.0,18.0,34.68349
30,49.0,18.0,34.73102
30,50.0,18.0,34.76481
30,51.0,18.0,34.78452
30,52.0,18.0,34.78996
30,53.0,18.0,34.78107
30,54.0,18.0,34.75792
30,55.0,18.0,34.72073
30,56.0,18.0,34.66984
30,57.0,18.0,34.60573
30,58.0,18.0,34.52898
30,59.0,18.0,34.44031
30,60.0,18.0,34.34052
30,61.0,18.0,34.23051
30,62.0,18.0,34.11123
30,63.0,18.0,33.98373
30,64.0,18.0,33.84907
30,65.0,18.0,33.70837
30,66.0,18.0,33.56273
30,67.0,18.0,33.41329
30,68.0,18.0,33.26116
30,69.0,18.0,33.10742
30,70.0,18.0,32.95311
30,71.0,18.0,32.79923
30,72.0,18.0,32.64672
30,73.0,18.0,32.49645
30,74.0,18.0,32.34922
30,75.0,18.0,32.20573
30,76.0,18.0,32.06663
30,77.0,18.0,31.93246
30,78.0,18.0,31.80369
30,79.0,18.0,31.68068
30,80.0,18.0,31.56375
30,81.0,18.0,31.4531
30,82.0,18.0,31.34887
30,83.0,18.0,31.25113
30,84.0,18.0,31.15988
30,85.0,18.0,31.07507
30,86.0,18.0,30.99658
30,87.0,18.0,30.92426
30,88.0,18.0,30.8579
30,89.0,18.0,30.79729
30,90.0,18.0,30.74216
30,91.0,18.0,30.69222
30,92.0,18.0,30.64719
30,93.0,18.0,30.60676
30,94.0,18.0,30.57062
30,95.0,18.0,30.53845
30,96.0,18.0,30.50995
30,97.0,18.0,30.48481
30,98.0,18.0,30.46273
30,99.0,18.0,30.44344
30,100.0,18.0,30.42665
30,0.0,19.0,30.36856
30,1.0,19.0,30.37983
30,2.0,19.0,30.39288
30,3.0,19.0,30.40795
30,4.0,19.0,30.42526
30,5.0,19.0,30.44507
30,6.0,19.0,30.46766
30,7.0,19.0,30.49332
30,8.0,19.0,30.52233
30,9.0,19.0,30.55502
30,10.0,19.0,30.5917
30,11.0,19.0,30.63271
30,12.0,19.0,30.67838
30,13.0,19.0,30.72904
30,14.0,19.0,30.785
30,15.0,19.0,30.84659
30,16.0,19.0,30.91409
30,17.0,19.0,30.98779
30,18.0,19.0,31.06793
30,19.0,19.0,31.15471
30,20.0,19.0,31.24829
30,21.0,19.0,31.3488
30,22.0,19.0,31.45628
30,23.0,19.0,31.57073
30,24.0,19.0,31.69207
30,25.0,19.0,31.82015
30,26.0,19.0,31.95472
30,27.0,19.0,32.09546
30,28.0,19.0,32.24196
30,29.0,19.0,32.39371
30,30.0,19.0,32.55012
30,31.0,19.0,32.71049
30,32.0,19.0,32.87404
30,33.0,19.0,33.03992
30,34.0,19.0,33.20716
30,35.0,19.0,33.37477
30,36.0,19.0,33.54164
30,37.0,19.0,33.70665
30,38.0,19.0,33.86863
30,39.0,19.0,34.02636
30,40.0,19.0,34.17864
30,41.0,19.0,34.32423
30,42.0,19.0,34.46196
30,43.0,19.0,34.59064
30,44.0,19.0,34.70918
30,45.0,19.0,34.81651
30,46.0,19.0,34.91168
30,47.0,19.0,34.99382
30,48.0,19.0,35.06216
30,49.0,19.0,35.11606
30,50.0,19.0,35.15502
30,51.0,19.0,35.17867
30,52.0,19.0,35.18678
30,53.0,19.0,35.17927
30,54.0,19.0,35.15623
30,55.0,19.0,35.11786
30,56.0,19.0,35.06454
30,57.0,19.0,34.99678
30,58.0,19.0,34.9152
30,59.0,19.0,34.82058
30,60.0,19.0,34.71376
30,61.0,19.0,34.59573
30,62.0,19.0,34.46752
30,63.0,19.0,34.33024
30,64.0,19.0,34.18506
30,65.0,19.0,34.03318
30,66.0,19.0,33.8758
30,67.0,19.0,33.71414
30,68.0,19.0,33.54941
30,69.0,19.0,33.38278
30,70.0,19.0,33.21538
30,71.0,19.0,33.0483
30,72.0,19.0,32.88255
30,73.0,19.0,32.71908
30,74.0,19.0,32.55875
30,75.0,19.0,32.40235
30,76.0,19.0,32.25056
30,77.0,19.0,32.10398
30,78.0,19.0,31.96313
30,79.0,19.0,31.8284
30,80.0,19.0,31.70014
30,81.0,19.0,31.57857
30,82.0,19.0,31.46386
30,83.0,19.0,31.35609
30,84.0,19.0,31.25526
30,85.0,19.0,31.16132
30,86.0,19.0,31.07417
30,87.0,19.0,30.99363
30,88.0,19.0,30.9195
30,89.0,19.0,30.85155
30,90.0,19.0,30.78949
30,91.0,19.0,30.73303
30,92.0,19.0,30.68187
30,93.0,19.0,30.63568
30,94.0,19.0,30.59414
30,95.0,19.0,30.55691
30,96.0,19.0,30.52366
30,97.0,19.0,30.49409
30,98.0,19.0,30.46787
30,99.0,19.0,30.44471
30,100.0,19.0,30.42432
30,0.0,20.0,30.37387
30,1.0,20.0,30.38394
30,2.0,20.0,30.39596
30,3.0,20.0,30.41017
30,4.0,20.0,30.42683
30,5.0,20.0,30.44624
30,6.0,20.0,30.46869
30,7.0,20.0,30.49451
30,8.0,20.0,30.52402
30,9.0,20.0,30.55757
30,10.0,20.0,30.59552
30,11.0,20.0,30.63823
30,12.0,20.0,30.68607
30,13.0,20.0,30.7394
30,14.0,20.0,30.79856
30,15.0,20.0,30.86392
30,16.0,20.0,30.93579
30,17.0,20.0,31.01447
30,18.0,20.0,31.10023
30,19.0,20.0,31.19331
30,20.0,20.0,31.29386
30,21.0,20.0,31.40204
30,22.0,20.0,31.51788
30,23.0,20.0,31.6414
30,24.0,20.0,31.7725
30,25.0,20.0,31.91102
30,26.0,20.0,32.05669
30,27.0,20.0,32.20917
30,28.0,20.0,32.36802
30,29.0,20.0,32.53267
30,30.0,20.0,32.70248
30,31.0,20.0,32.8767
30,32.0,20.0,33.05449
30,33.0,20.0,33.2349
30,34.0,20.0,33.41691
30,35.0,20.0,33.59941
30,36.0,20.0,33.78123
30,37.0,20.0,33.96114
30,38.0,20.0,34.13785
30,39.0,20.0,34.31005
30,40.0,20.0,34.47644
30,41.0,20.0,34.63567
30,42.0,20.0,34.78645
30,43.0,20.0,34.92751
30,44.0,20.0,35.05765
30,45.0,20.0,35.17571
30,46.0,20.0,35.28064
30,47.0,20.0,35.3715
30,48.0,20.0,35.44746
30,49.0,20.0,35.50781
30,50.0,20.0,35.55199
30,51.0,20.0,35.5796
30,52.0,20.0,35.59039
30,53.0,20.0,35.58426
30,54.0,20.0,35.56128
30,55.0,20.0,35.52168
30,56.0,20.0,35.46586
30,57.0,20.0,35.39435
30,58.0,20.0,35.30782
30,59.0,20.0,35.2071
30,60.0,20.0,35.09312
30,61.0,20.0,34.9669
30,62.0,20.0,34.82957
30,63.0,20.0,34.68233
30,64.0,20.0,34.52642
30,65.0,20.0,34.36315
30,66.0,20.0,34.1938
30,67.0,20.0,34.0197
30,68.0,20.0,33.84214
30,69.0,20.0,33.66238
30,70.0,20.0,33.48167
30,71.0,20.0,33.30115
30,72.0,20.0,33.12193
30,73.0,20.0,32.94503
30,74.0,20.0,32.77139
30,75.0,20.0,32.60185
30,76.0,20.0,32.43716
30,77.0,20.0,32.27798
30,78.0,20.0,32.12484
30,79.0,20.0,31.97821
30,80.0,20.0,31.83844
30,81.0,20.0,31.70579
30,82.0,20.0,31.58044
30,83.0,20.0,31.46249
30,84.0,20.0,31.35194
30,85.0,20.0,31.24875
30,86.0,20.0,31.15281
30,87.0,20.0,31.06395
30,88.0,20.0,30.98194
30,89.0,20.0,30.90655
30,90.0,20.0,30.83748
30,91.0,20.0,30.77443
30,92.0,20.0,30.71707
30,93.0,20.0,30.66506
30,94.0,20.0,30.61806
30,95.0,20.0,30.57571
30,96.0,20.0,30.53769
30,97.0,20.0,30.50364
30,98.0,20.0,30.47324
30,99.0,20.0,30.44619
30,100.0,20.0,30.42217
30,0.0,21.0,30.37926
30,1.0,21.0,30.38818
30,2.0,21.0,30.39919
30,3.0,21.0,30.41257
30,4.0,21.0,30.42863
30,5.0,21.0,30.44766
30,6.0,21.0,30.47001
30,7.0,21.0,30.49603
30,8.0,21.0,30.52608
30,9.0,21.0,30.56054
30,10.0,21.0,30.5998
30,11.0,21.0,30.64426
30,12.0,21.0,30.69431
30,13.0,21.0,30.75036
30,14.0,21.0,30.81278
30,15.0,21.0,30.88196
30,16.0,21.0,30.95825
30,17.0,21.0,31.04198
30,18.0,21.0,31.13343
30,19.0,21.0,31.23285
30,20.0,21.0,31.34045
30,21.0,21.0,31.45636
30,22.0,21.0,31.58064
30,23.0,21.0,31.7133
30,24.0,21.0,31.85423
30,25.0,21.0,32.00327
30,26.0,21.0,32.16013
30,27.0,21.0,32.32444
30,28.0,21.0,32.49571
30,29.0,21.0,32.67335
30,30.0,21.0,32.85666
30,31.0,21.0,33.04482
30,32.0,21.0,33.23694
30,33.0,21.0,33.43198
30,34.0,21.0,33.62885
30,35.0,21.0,33.82635
30,36.0,21.0,34.02321
30,37.0,21.0,34.2181
30,38.0,21.0,34.40963
30,39.0,21.0,34.5964
30,40.0,21.0,34.77698
30,41.0,21.0,34.94992
30,42.0,21.0,35.11383
30,43.0,21.0,35.26734
30,44.0,21.0,35.40913
30,45.0,21.0,35.53797
30,46.0,21.0,35.65272
30,47.0,21.0,35.75234
30,48.0,21.0,35.83594
30,49.0,21.0,35.90275
30,50.0,21.0,35.95217
30,51.0,21.0,35.98374
30,52.0,21.0,35.99719
30,53.0,21.0,35.99241
30,54.0,21.0,35.96946
30,55.0,21.0,35.9286
30,56.0,21.0,35.87022
30,57.0,21.0,35.7949
30,58.0,21.0,35.70336
30,59.0,21.0,35.59647
30,60.0,21.0,35.47523
30,61.0,21.0,35.34074
30,62.0,21.0,35.1942
30,63.0,21.0,35.03689
30,64.0,21.0,34.87015
30,65.0,21.0,34.69537
30,66.0,21.0,34.51395
30,67.0,21.0,34.32729
30,68.0,21.0,34.13679
30,69.0,21.0,33.9438
30,70.0,21.0,33.74964
30,71.0,21.0,33.55557
30,72.0,21.0,33.36277
30,73.0,21.0,33.17234
30,74.0,21.0,32.98528
30,75.0,21.0,32.80251
30,76.0,21.0,32.62483
30,77.0,21.0,32.45294
30,78.0,21.0,32.28744
30,79.0,21.0,32.12882
30,80.0,21.0,31.97746
30,81.0,21.0,31.83366
30,82.0,21.0,31.69761
30,83.0,21.0,31.56942
30,84.0,21.0,31.4491
30,85.0,21.0,31.33661
30,86.0,21.0,31.23183
30,87.0,21.0,31.1346
30,88.0,21.0,31.04469
30,89.0,21.0,30.96183
30,90.0,21.0,30.88573
30,91.0,21.0,30.81606
30,92.0,21.0,30.75248
30,93.0,21.0,30.69464
30,94.0,21.0,30.64217
30,95.0,21.0,30.5947
30,96.0,21.0,30.55189
30,97.0,21.0,30.51336
30,98.0,21.0,30.47879
30,99.0,21.0,30.44784
30,100.0,21.0,30.42021
30,0.0,22.0,30.38471
30,1.0,22.0,30.3925
30,2.0,22.0,30.40254
30,3.0,22.0,30.41514
30,4.0,22.0,30.43062
30,5.0,22.0,30.44932
30,6.0,22.0,30.4716
30,7.0,22.0,30.49786
30,8.0,22.0,30.52848
30,9.0,22.0,30.56388
30,10.0,22.0,30.60448
30,11.0,22.0,30.65071
30,12.0,22.0,30.70301
30,13.0,22.0,30.7618
30,14.0,22.0,30.8275
30,15.0,22.0,30.90051
30,16.0,22.0,30.98123
30,17.0,22.0,31.07001
30,18.0,22.0,31.16715
30,19.0,22.0,31.27293
30,20.0,22.0,31.38756
30,21.0,22.0,31.51119
30,22.0,22.0,31.6439
30,23.0,22.0,31.78568
30,24.0,22.0,31.93643
30,25.0,22.0,32.09597
30,26.0,22.0,32.26399
30,27.0,22.0,32.44009
30,28.0,22.0,32.62375
30,29.0,22.0,32.81434
30,30.0,22.0,33.0111
30,31.0,22.0,33.21317
30,32.0,22.0,33.41957
30,33.0,22.0,33.6292
30,34.0,22.0,33.84088
30,35.0,22.0,34.05333
30,36.0,22.0,34.26518
30,37.0,22.0,34.475
30,38.0,22.0,34.68131
30,39.0,22.0,34.88259
30,40.0,22.0,35.0773
30,41.0,22.0,35.26391
30,42.0,22.0,35.4409
30,43.0,22.0,35.6068
30,44.0,22.0,35.7602
30,45.0,22.0,35.89977
30,46.0,22.0,36.02428
30,47.0,22.0,36.13262
30,48.0,22.0,36.22382
30,49.0,22.0,36.29706
30,50.0,22.0,36.35167
30,51.0,22.0,36.38717
30,52.0,22.0,36.40325
30,53.0,22.0,36.39979
30,54.0,22.0,36.37685
30,55.0,22.0,36.33469
30,56.0,22.0,36.27374
30,57.0,22.0,36.19459
30,58.0,22.0,36.09803
30,59.0,22.0,35.98496
30,60.0,22.0,35.85645
30,61.0,22.0,35.71368
30,62.0,22.0,35.55792
30,63.0,22.0,35.39054
30,64.0,22.0,35.21298
30,65.0,22.0,35.02671
30,66.0,22.0,34.83321
30,67.0,22.0,34.63401
30,68.0,22.0,34.43057
30,69.0,22.0,34.22437
30,70.0,22.0,34.01679
30,71.0,22.0,33.80919
30,72.0,22.0,33.60283
30,73.0,22.0,33.39889
30,74.0,22.0,33.19844
30,75.0,22.0,33.00246
30,76.0,22.0,32.81181
30,77.0,22.0,32.62725
30,78.0,22.0,32.44942
30,79.0,22.0,32.27884
30,80.0,22.0,32.11593
30,81.0,22.0,31.96102
30,82.0,22.0,31.81429
30,83.0,22.0,31.67589
30,84.0,22.0,31.54584
30,85.0,22.0,31.42408
30,86.0,22.0,31.31052
30,87.0,22.0,31.20495
30,88.0,22.0,31.10717
30,89.0,22.0,31.01688
30,90.0,22.0,30.93379
30,91.0,22.0,30.85754
30,92.0,22.0,30.78778
30,93.0,22.0,30.72414
30,94.0,22.0,30.66624
30,95.0,22.0,30.61369
30,96.0,22.0,30.56612
30,97.0,22.0,30.52315
30,98.0,22.0,30.48444
30,99.0,22.0,30.44963
30,100.0,22.0,30.4184
30,0.0,23.0,30.39017
30,1.0,23.0,30.39688
30,2.0,23.0,30.406
30,3.0,23.0,30.41785
30,4.0,23.0,30.4328
30,5.0,23.0,30.4512
30,6.0,23.0,30.47345
30,7.0,23.0,30.49997
30,8.0,23.0,30.53119
30,9.0,23.0,30.56755
30,10.0,23.0,30.6095
30,11.0,23.0,30.65751
30,12.0,23.0,30.71205
30,13.0,23.0,30.77357
30,14.0,23.0,30.84252
30,15.0,23.0,30.91935
30,16.0,23.0,31.00446
30,17.0,23.0,31.09824
30,18.0,23.0,31.20101
30,19.0,23.0,31.31308
30,20.0,23.0,31.43467
30,21.0,23.0,31.56593
30,22.0,23.0,31.70696
30,23.0,23.0,31.85775
30,24.0,23.0,32.01819
30,25.0,23.0,32.18809
30,26.0,23.0,32.36712
30,27.0,23.0,32.55486
30,28.0,23.0,32.75075
30,29.0,23.0,32.95412
30,30.0,23.0,33.16415
30,31.0,23.0,33.37994
30,32.0,23.0,33.60042
30,33.0,23.0,33.82445
30,34.0,23.0,34.05074
30,35.0,23.0,34.27793
30,36.0,23.0,34.50456
30,37.0,23.0,34.72911
30,38.0,23.0,34.94999
30,39.0,23.0,35.16558
30,40.0,23.0,35.37423
30,41.0,23.0,35.57432
30,42.0,23.0,35.76421
30,43.0,23.0,35.94233
30,44.0,23.0,36.10718
30,45.0,23.0,36.25732
30,46.0,23.0,36.39146
30,47.0,23.0,36.50839
30,48.0,23.0,36.60708
30,49.0,23.0,36.68664
30,50.0,23.0,36.74636
30,51.0,23.0,36.78572
30,52.0,23.0,36.80437
30,53.0,23.0,36.8022
30,54.0,23.0,36.77925
30,55.0,23.0,36.73579
30,56.0,23.0,36.67227
30,57.0,23.0,36.58933
30,58.0,23.0,36.48778
30,59.0,23.0,36.36859
30,60.0,23.0,36.23288
30,61.0,23.0,36.08191
30,62.0,23.0,35.91704
30,63.0,23.0,35.73971
30,64.0,23.0,35.55144
30,65.0,23.0,35.35379
30,66.0,23.0,35.14837
30,67.0,23.0,34.93676
30,68.0,23.0,34.72054
30,69.0,23.0,34.50127
30,70.0,23.0,34.28044
30,71.0,23.0,34.05947
30,72.0,23.0,33.83972
30,73.0,23.0,33.62242
30,74.0,23.0,33.40874
30,75.0,23.0,33.19972
30,76.0,23.0,32.99626
30,77.0,23.0,32.79919
30,78.0,23.0,32.60918
30,79.0,23.0,32.4268
30,80.0,23.0,32.25249
30,81.0,23.0,32.0866
30,82.0,23.0,31.92935
30,83.0,23.0,31.78088
30,84.0,23.0,31.64122
30,85.0,23.0,31.51033
30,86.0,23.0,31.38809
30,87.0,23.0,31.27432
30,88.0,23.0,31.16877
30,89.0,23.0,31.07117
30,90.0,23.0,30.98118
30,91.0,23.0,30.89845
30,92.0,23.0,30.82261
30,93.0,23.0,30.75326
30,94.0,23.0,30.69001
30,95.0,23.0,30.63246
30,96.0,23.0,30.58021
30,97.0,23.0,30.53288
30,98.0,23.0,30.4901
30,99.0,23.0,30.4515
30,100.0,23.0,30.41674
30,0.0,24.0,30.39561
30,1.0,24.0,30.4013
30,2.0,24.0,30.40954
30,3.0,24.0,30.4207
30,4.0,24.0,30.43515
30,5.0,24.0,30.45329
30,6.0,24.0,30.47554
30,7.0,24.0,30.50235
30,8.0,24.0,30.53418
30,9.0,24.0,30.5715
30,10.0,24.0,30.6148
30,11.0,24.0,30.66457
30,12.0,24.0,30.72132
30,13.0,24.0,30.78553
30,14.0,24.0,30.85768
30,15.0,24.0,30.93825
30,16.0,24.0,31.02766
30,17.0,24.0,31.12633
30,18.0,24.0,31.23462
30,19.0,24.0,31.35283
30,20.0,24.0,31.48121
30,21.0,24.0,31.61993
30,22.0,24.0,31.76908
30,23.0,24.0,31.92866
30,24.0,24.0,32.09855
30,25.0,24.0,32.27856
30,26.0,24.0,32.46833
30,27.0,24.0,32.66742
30,28.0,24.0,32.87524
30,29.0,24.0,33.09106
30,30.0,24.0,33.31405
30,31.0,24.0,33.54321
30,32.0,24.0,33.77743
30,33.0,24.0,34.01549
30,34.0,24.0,34.25603
30,35.0,24.0,34.49759
30,36.0,24.0,34.73865
30,37.0,24.0,34.97756
30,38.0,24.0,35.21265
30,39.0,24.0,35.4422
30,40.0,24.0,35.66445
30,41.0,24.0,35.87768
30,42.0,24.0,36.08015
30,43.0,24.0,36.27019
30,44.0,24.0,36.4462
30,45.0,24.0,36.60666
30,46.0,24.0,36.75018
30,47.0,24.0,36.87549
30,48.0,24.0,36.98147
30,49.0,24.0,37.06719
30,50.0,24.0,37.13189
30,51.0,24.0,37.175
30,52.0,24.0,37.19616
30,53.0,24.0,37.19523
30,54.0,24.0,37.17226
30,55.0,24.0,37.12751
30,56.0,24.0,37.06148
30,57.0,24.0,36.97481
30,58.0,24.0,36.86838
30,59.0,24.0,36.7432
30,60.0,24.0,36.60046
30,61.0,24.0,36.44148
30,62.0,24.0,36.26769
30,63.0,24.0,36.08062
30,64.0,24.0,35.88188
30,65.0,24.0,35.67313
30,66.0,24.0,35.45604
30,67.0,24.0,35.23231
30,68.0,24.0,35.00361
30,69.0,24.0,34.77157
30,70.0,24.0,34.53779
30,71.0,24.0,34.30376
30,72.0,24.0,34.07092
30,73.0,24.0,33.84059
30,74.0,24.0,33.61399
30,75.0,24.0,33.39222
30,76.0,24.0,33.17626
30,77.0,24.0,32.96697
30,78.0,24.0,32.76507
30,79.0,24.0,32.57117
30,80.0,24.0,32.38573
30,81.0,24.0,32.20913
30,82.0,24.0,32.0416
30,83.0,24.0,31.8833
30,84.0,24.0,31.73427
30,85.0,24.0,31.59447
30,86.0,24.0,31.46377
30,87.0,24.0,31.34199
30,88.0,24.0,31.22887
30,89.0,24.0,31.12413
30,90.0,24.0,31.02742
30,91.0,24.0,30.93838
30,92.0,24.0,30.8566
30,93.0,24.0,30.78169
30,94.0,24.0,30.71323
30,95.0,24.0,30.65081
30,96.0,24.0,30.59401
30,97.0,24.0,30.54243
30,98.0,24.0,30.49568
30,99.0,24.0,30.45338
30,100.0,24.0,30.41518
30,0.0,25.0,30.40101
30,1.0,25.0,30.40573
30,2.0,25.0,30.41315
30,3.0,25.0,30.42366
30,4.0,25.0,30.43766
30,5.0,25.0,30.45558
30,6.0,25.0,30.47785
30,7.0,25.0,30.50497
30,8.0,25.0,30.53741
30,9.0,25.0,30.57569
30,10.0,25.0,30.62031
30,11.0,25.0,30.67181
30,12.0,25.0,30.73071
30,13.0,25.0,30.79753
30,14.0,25.0,30.87278
30,15.0,25.0,30.95697
30,16.0,25.0,31.05054
30,17.0,25.0,31.15394
30,18.0,25.0,31.26754
30,19.0,25.0,31.39168
30,20.0,25.0,31.52661
30,21.0,25.0,31.67251
30,22.0,25.0,31.82949
30,23.0,25.0,31.99754
30,24.0,25.0,32.17654
30,25.0,25.0,32.36628
30,26.0,25.0,32.56639
30,27.0,25.0,32.77641
30,28.0,25.0,32.99571
30,29.0,25.0,33.22353
30,30.0,25.0,33.45897
30,31.0,25.0,33.70101
30,32.0,25.0,33.94846
30,33.0,25.0,34.20003
30,34.0,25.0,34.45429
30,35.0,25.0,34.70971
30,36.0,25.0,34.96465
30,37.0,25.0,35.21739
30,38.0,25.0,35.46618
30,39.0,25.0,35.70917
30,40.0,25.0,35.94453
30,41.0,25.0,36.17041
30,42.0,25.0,36.385
30,43.0,25.0,36.58653
30,44.0,25.0,36.77329
30,45.0,25.0,36.94369
30,46.0,25.0,37.09625
30,47.0,25.0,37.22963
30,48.0,25.0,37.34264
30,49.0,25.0,37.4343
30,50.0,25.0,37.50379
30,51.0,25.0,37.55051
30,52.0,25.0,37.57409
30,53.0,25.0,37.57434
30,54.0,25.0,37.55134
30,55.0,25.0,37.50536
30,56.0,25.0,37.43689
30,57.0,25.0,37.34663
30,58.0,25.0,37.23549
30,59.0,25.0,37.10453
30,60.0,25.0,36.95499
30,61.0,25.0,36.78828
30,62.0,25.0,36.60588
30,63.0,25.0,36.40943
30,64.0,25.0,36.20059
30,65.0,25.0,35.98112
30,66.0,25.0,35.75278
30,67.0,25.0,35.51736
30,68.0,25.0,35.27661
30,69.0,25.0,35.03226
30,70.0,25.0,34.78598
30,71.0,25.0,34.53935
30,72.0,25.0,34.29388
30,73.0,25.0,34.05098
30,74.0,25.0,33.81192
30,75.0,25.0,33.57786
30,76.0,25.0,33.34984
30,77.0,25.0,33.12877
30,78.0,25.0,32.9154
30,79.0,25.0,32.71038
30,80.0,25.0,32.51421
30,81.0,25.0,32.32727
30,82.0,25.0,32.14984
30,83.0,25.0,31.98206
30,84.0,25.0,31.82399
30,85.0,25.0,31.67559
30,86.0,25.0,31.53674
30,87.0,25.0,31.40723
30,88.0,25.0,31.28682
30,89.0,25.0,31.1752
30,90.0,25.0,31.07201
30,91.0,25.0,30.97687
30,92.0,25.0,30.88938
30,93.0,25.0,30.80911
30,94.0,25.0,30.73563
30,95.0,25.0,30.66851
30,96.0,25.0,30.60732
30,97.0,25.0,30.55164
30,98.0,25.0,30.50107
30,99.0,25.0,30.45522
30,100.0,25.0,30.41371
30,0.0,26.0,30.40635
30,1.0,26.0,30.41017
30,2.0,26.0,30.41683
30,3.0,26.0,30.42675
30,4.0,26.0,30.44034
30,5.0,26.0,30.45807
30,6.0,26.0,30.4804
30,7.0,26.0,30.50783
30,8.0,26.0,30.54088
30,9.0,26.0,30.58009
30,10.0,26.0,30.626
30,11.0,26.0,30.67915
30,12.0,26.0,30.74012
30,13.0,26.0,30.80944
30,14.0,26.0,30.88766
30,15.0,26.0,30.9753
30,16.0,26.0,31.07284
30,17.0,26.0,31.18074
30,18.0,26.0,31.2994
30,19.0,26.0,31.42917
30,20.0,26.0,31.57032
30,21.0,26.0,31.72304
30,22.0,26.0,31.88745
30,23.0,26.0,32.06353
30,24.0,26.0,32.25117
30,25.0,26.0,32.45014
30,26.0,26.0,32.66007
30,27.0,26.0,32.88045
30,28.0,26.0,33.11064
30,29.0,26.0,33.34984
30,30.0,26.0,33.59711
30,31.0,26.0,33.85137
30,32.0,26.0,34.11138
30,33.0,26.0,34.37577
30,34.0,26.0,34.64306
30,35.0,26.0,34.91162
30,36.0,26.0,35.17974
30,37.0,26.0,35.44563
30,38.0,26.0,35.70742
30,39.0,26.0,35.96318
30,40.0,26.0,36.21099
30,41.0,26.0,36.4489
30,42.0,26.0,36.67501
30,43.0,26.0,36.88745
30,44.0,26.0,37.08444
30,45.0,26.0,37.26429
30,46.0,26.0,37.42545
30,47.0,26.0,37.56649
30,48.0,26.0,37.6862
30,49.0,26.0,37.7835
30,50.0,26.0,37.85755
30,51.0,26.0,37.90771
30,52.0,26.0,37.93358
30,53.0,26.0,37.93498
30,54.0,26.0,37.91195
30,55.0,26.0,37.86479
30,56.0,26.0,37.79401
30,57.0,26.0,37.70034
30,58.0,26.0,37.58471
30,59.0,26.0,37.44826
30,60.0,26.0,37.29227
30,61.0,26.0,37.1182
30,62.0,26.0,36.92763
30,63.0,26.0,36.72224
30,64.0,26.0,36.5038
30,65.0,26.0,36.27413
30,66.0,26.0,36.0351
30,67.0,26.0,35.78856
30,68.0,26.0,35.53635
30,69.0,26.0,35.28029
30,70.0,26.0,35.02212
30,71.0,26.0,34.76351
30,72.0,26.0,34.50604
30,73.0,26.0,34.25117
30,74.0,26.0,34.00026
30,75.0,26.0,33.75451
30,76.0,26.0,33.51502
30,77.0,26.0,33.28273
30,78.0,26.0,33.05845
30,79.0,26.0,32.84286
30,80.0,26.0,32.63647
30,81.0,26.0,32.43971
30,82.0,26.0,32.25285
30,83.0,26.0,32.07606
30,84.0,26.0,31.90939
30,85.0,26.0,31.7528
30,86.0,26.0,31.60619
30,87.0,26.0,31.46933
30,88.0,26.0,31.34198
30,89.0,26.0,31.2238
30,90.0,26.0,31.11445
30,91.0,26.0,31.01351
30,92.0,26.0,30.92057
30,93.0,26.0,30.8352
30,94.0,26.0,30.75694
30,95.0,26.0,30.68535
30,96.0,26.0,30.61997
30,97.0,26.0,30.56039
30,98.0,26.0,30.50618
30,99.0,26.0,30.45694
30,100.0,26.0,30.41228
30,0.0,27.0,30.41161
30,1.0,27.0,30.41461
30,2.0,27.0,30.42059
30,3.0,27.0,30.42997
30,4.0,27.0,30.44321
30,5.0,27.0,30.46078
30,6.0,27.0,30.48318
30,7.0,27.0,30.51094
30,8.0,27.0,30.54459
30,9.0,27.0,30.5847
30,10.0,27.0,30.63183
30,11.0,27.0,30.68656
30,12.0,27.0,30.74948
30,13.0,27.0,30.82117
30,14.0,27.0,30.90217
30,15.0,27.0,30.99305
30,16.0,27.0,31.09431
30,17.0,27.0,31.20642
30,18.0,27.0,31.32981
30,19.0,27.0,31.46484
30,20.0,27.0,31.6118
30,21.0,27.0,31.7709
30,22.0,27.0,31.94223
30,23.0,27.0,32.12581
30,24.0,27.0,32.3215
30,25.0,27.0,32.52908
30,26.0,27.0,32.74816
30,27.0,27.0,32.97821
30,28.0,27.0,33.21856
30,29.0,27.0,33.46837
30,30.0,27.0,33.72668
30,31.0,27.0,33.99234
30,32.0,27.0,34.26406
30,33.0,27.0,34.54043
30,34.0,27.0,34.81987
30,35.0,27.0,35.10071
30,36.0,27.0,35.38116
30,37.0,27.0,35.65932
30,38.0,27.0,35.93326
30,39.0,27.0,36.20097
30,40.0,27.0,36.46041
30,41.0,27.0,36.70958
30,42.0,27.0,36.94646
30,43.0,27.0,37.16912
30,44.0,27.0,37.37567
30,45.0,27.0,37.56437
30,46.0,27.0,37.73358
30,47.0,27.0,37.88181
30,48.0,27.0,38.00778
30,49.0,27.0,38.11038
30,50.0,27.0,38.18871
30,51.0,27.0,38.2421
30,52.0,27.0,38.27013
30,53.0,27.0,38.2726
30,54.0,27.0,38.24956
30,55.0,27.0,38.20131
30,56.0,27.0,38.12838
30,57.0,27.0,38.03153
30,58.0,27.0,37.91172
30,59.0,27.0,37.77014
30,60.0,27.0,37.60812
30,61.0,27.0,37.42718
30,62.0,27.0,37.22896
30,63.0,27.0,37.01522
30,64.0,27.0,36.7878
30,65.0,27.0,36.5486
30,66.0,27.0,36.29956
