sample,time_h,half_cycle,current_mA_cm2,fraction_of_half_cycle,voltage_mV
B,25.306122,26,-1.0,0.306122,-48.11568
B,25.326531,26,-1.0,0.326531,-48.16591
B,25.346939,26,-1.0,0.346939,-48.20914
B,25.367347,26,-1.0,0.367347,-48.24767
B,25.387755,26,-1.0,0.387755,-48.28337
B,25.408163,26,-1.0,0.408163,-48.31775
B,25.428571,26,-1.0,0.428571,-48.35208
B,25.44898,26,-1.0,0.44898,-48.38743
B,25.469388,26,-1.0,0.469388,-48.42471
B,25.489796,26,-1.0,0.489796,-48.46472
B,25.510204,26,-1.0,0.510204,-48.50818
B,25.530612,26,-1.0,0.530612,-48.55576
B,25.55102,26,-1.0,0.55102,-48.60806
B,25.571429,26,-1.0,0.571429,-48.66568
B,25.591837,26,-1.0,0.591837,-48.72917
B,25.612245,26,-1.0,0.612245,-48.7991
B,25.632653,26,-1.0,0.632653,-48.876
B,25.653061,26,-1.0,0.653061,-48.96043
B,25.673469,26,-1.0,0.673469,-49.05294
B,25.693878,26,-1.0,0.693878,-49.15409
B,25.714286,26,-1.0,0.714286,-49.26443
B,25.734694,26,-1.0,0.734694,-49.38455
B,25.755102,26,-1.0,0.755102,-49.51503
B,25.77551,26,-1.0,0.77551,-49.65648
B,25.795918,26,-1.0,0.795918,-49.80949
B,25.816327,26,-1.0,0.816327,-49.97471
B,25.836735,26,-1.0,0.836735,-50.15276
B,25.857143,26,-1.0,0.857143,-50.34431
B,25.877551,26,-1.0,0.877551,-50.55003
B,25.897959,26,-1.0,0.897959,-50.7706
B,25.918367,26,-1.0,0.918367,-51.00672
B,25.938776,26,-1.0,0.938776,-51.25912
B,25.959184,26,-1.0,0.959184,-51.52851
B,25.979592,26,-1.0,0.979592,-51.81566
B,26.0,26,-1.0,1.0,-52.12132
B,26.0,27,1.0,0.0,40.09152
B,26.020408,27,1.0,0.020408,41.94044
B,26.040816,27,1.0,0.040816,43.37307
B,26.061224,27,1.0,0.061224,44.48316
B,26.081633,27,1.0,0.081633,45.34338
B,26.102041,27,1.0,0.102041,46.01007
B,26.122449,27,1.0,0.122449,46.5269
B,26.142857,27,1.0,0.142857,46.92776
B,26.163265,27,1.0,0.163265,47.23892
B,26.183673,27,1.0,0.183673,47.48079
B,26.204082,27,1.0,0.204082,47.66922
B,26.22449,27,1.0,0.22449,47.81655
B,26.244898,27,1.0,0.244898,47.93238
B,26.265306,27,1.0,0.265306,48.02421
B,26.285714,27,1.0,0.285714,48.09791
B,26.306122,27,1.0,0.306122,48.15808
B,26.326531,27,1.0,0.326531,48.20835
B,26.346939,27,1.0,0.346939,48.25162
B,26.367347,27,1.0,0.367347,48.29018
B,26.387755,27,1.0,0.387755,48.32591
B,26.408163,27,1.0,0.408163,48.36032
B,26.428571,27,1.0,0.428571,48.39468
B,26.44898,27,1.0,0.44898,48.43006
B,26.469388,27,1.0,0.469388,48.46737
B,26.489796,27,1.0,0.489796,48.50742
B,26.510204,27,1.0,0.510204,48.55092
B,26.530612,27,1.0,0.530612,48.59854
B,26.55102,27,1.0,0.55102,48.65089
B,26.571429,27,1.0,0.571429,48.70855
B,26.591837,27,1.0,0.591837,48.7721
B,26.612245,27,1.0,0.612245,48.84209
B,26.632653,27,1.0,0.632653,48.91906
B,26.653061,27,1.0,0.653061,49.00357
B,26.673469,27,1.0,0.673469,49.09616
B,26.693878,27,1.0,0.693878,49.1974
B,26.714286,27,1.0,0.714286,49.30784
B,26.734694,27,1.0,0.734694,49.42806
B,26.755102,27,1.0,0.755102,49.55866
B,26.77551,27,1.0,0.77551,49.70023
B,26.795918,27,1.0,0.795918,49.85338
B,26.816327,27,1.0,0.816327,50.01874
B,26.836735,27,1.0,0.836735,50.19695
B,26.857143,27,1.0,0.857143,50.38867
B,26.877551,27,1.0,0.877551,50.59457
B,26.897959,27,1.0,0.897959,50.81533
B,26.918367,27,1.0,0.918367,51.05166
B,26.938776,27,1.0,0.938776,51.30428
B,26.959184,27,1.0,0.959184,51.57391
B,26.979592,27,1.0,0.979592,51.86131
B,27.0,27,1.0,1.0,52.16724
B,27.0,28,-1.0,0.0,-39.97021
B,27.020408,28,-1.0,0.020408,-41.81354
B,27.040816,28,-1.0,0.040816,-43.24183
B,27.061224,28,-1.0,0.061224,-44.34856
B,27.081633,28,-1.0,0.081633,-45.20618
B,27.102041,28,-1.0,0.102041,-45.87085
B,27.122449,28,-1.0,0.122449,-46.38612
B,27.142857,28,-1.0,0.142857,-46.78576
B,27.163265,28,-1.0,0.163265,-47.09598
B,27.183673,28,-1.0,0.183673,-47.33712
B,27.204082,28,-1.0,0.204082,-47.52498
B,27.22449,28,-1.0,0.22449,-47.67187
B,27.244898,28,-1.0,0.244898,-47.78735
B,27.265306,28,-1.0,0.265306,-47.8789
B,27.285714,28,-1.0,0.285714,-47.95238
B,27.306122,28,-1.0,0.306122,-48.01236
B,27.326531,28,-1.0,0.326531,-48.06248
B,27.346939,28,-1.0,0.346939,-48.10562
B,27.367347,28,-1.0,0.367347,-48.14406
B,27.387755,28,-1.0,0.387755,-48.17968
B,27.408163,28,-1.0,0.408163,-48.21399
B,27.428571,28,-1.0,0.428571,-48.24825
B,27.44898,28,-1.0,0.44898,-48.28352
B,27.469388,28,-1.0,0.469388,-48.32072
B,27.489796,28,-1.0,0.489796,-48.36064
B,27.510204,28,-1.0,0.510204,-48.40401
B,27.530612,28,-1.0,0.530612,-48.45149
B,27.55102,28,-1.0,0.55102,-48.50368
B,27.571429,28,-1.0,0.571429,-48.56117
B,27.591837,28,-1.0,0.591837,-48.62453
B,27.612245,28,-1.0,0.612245,-48.6943
B,27.632653,28,-1.0,0.632653,-48.77104
B,27.653061,28,-1.0,0.653061,-48.85529
B,27.673469,28,-1.0,0.673469,-48.94761
B,27.693878,28,-1.0,0.693878,-49.04853
B,27.714286,28,-1.0,0.714286,-49.15864
B,27.734694,28,-1.0,0.734694,-49.2785
B,27.755102,28,-1.0,0.755102,-49.4087
B,27.77551,28,-1.0,0.77551,-49.54984
B,27.795918,28,-1.0,0.795918,-49.70253
B,27.816327,28,-1.0,0.816327,-49.86739
B,27.836735,28,-1.0,0.836735,-50.04506
B,27.857143,28,-1.0,0.857143,-50.2362
B,27.877551,28,-1.0,0.877551,-50.44148
B,27.897959,28,-1.0,0.897959,-50.66158
B,27.918367,28,-1.0,0.918367,-50.89719
B,27.938776,28,-1.0,0.938776,-51.14904
B,27.959184,28,-1.0,0.959184,-51.41786
B,27.979592,28,-1.0,0.979592,-51.70439
B,28.0,28,-1.0,1.0,-52.0094
B,28.0,29,1.0,0.0,39.99396
B,28.020408,29,1.0,0.020408,41.83839
B,28.040816,29,1.0,0.040816,43.26753
B,28.061224,29,1.0,0.061224,44.37491
B,28.081633,29,1.0,0.081633,45.23304
B,28.102041,29,1.0,0.102041,45.89811
B,28.122449,29,1.0,0.122449,46.41368
B,28.142857,29,1.0,0.142857,46.81356
B,28.163265,29,1.0,0.163265,47.12397
B,28.183673,29,1.0,0.183673,47.36525
B,28.204082,29,1.0,0.204082,47.55322
B,28.22449,29,1.0,0.22449,47.70019
B,28.244898,29,1.0,0.244898,47.81575
B,28.265306,29,1.0,0.265306,47.90735
B,28.285714,29,1.0,0.285714,47.98087
B,28.306122,29,1.0,0.306122,48.04089
B,28.326531,29,1.0,0.326531,48.09104
B,28.346939,29,1.0,0.346939,48.1342
B,28.367347,29,1.0,0.367347,48.17267
B,28.387755,29,1.0,0.387755,48.20831
B,28.408163,29,1.0,0.408163,48.24264
B,28.428571,29,1.0,0.428571,48.27692
B,28.44898,29,1.0,0.44898,48.31221
B,28.469388,29,1.0,0.469388,48.34943
B,28.489796,29,1.0,0.489796,48.38938
B,28.510204,29,1.0,0.510204,48.43278
B,28.530612,29,1.0,0.530612,48.48028
B,28.55102,29,1.0,0.55102,48.5325
B,28.571429,29,1.0,0.571429,48.59003
B,28.591837,29,1.0,0.591837,48.65342
B,28.612245,29,1.0,0.612245,48.72324
B,28.632653,29,1.0,0.632653,48.80002
B,28.653061,29,1.0,0.653061,48.88433
B,28.673469,29,1.0,0.673469,48.97669
B,28.693878,29,1.0,0.693878,49.07768
B,28.714286,29,1.0,0.714286,49.18785
B,28.734694,29,1.0,0.734694,49.30779
B,28.755102,29,1.0,0.755102,49.43806
B,28.77551,29,1.0,0.77551,49.57929
B,28.795918,29,1.0,0.795918,49.73207
B,28.816327,29,1.0,0.816327,49.89702
B,28.836735,29,1.0,0.836735,50.0748
B,28.857143,29,1.0,0.857143,50.26606
B,28.877551,29,1.0,0.877551,50.47145
B,28.897959,29,1.0,0.897959,50.69168
B,28.918367,29,1.0,0.918367,50.92744
B,28.938776,29,1.0,0.938776,51.17944
B,28.959184,29,1.0,0.959184,51.44841
B,28.979592,29,1.0,0.979592,51.73511
B,29.0,29,1.0,1.0,52.0403
B,29.0,30,-1.0,0.0,-39.8572
B,29.020408,30,-1.0,0.020408,-41.69532
B,29.040816,30,-1.0,0.040816,-43.11958
B,29.061224,30,-1.0,0.061224,-44.22318
B,29.081633,30,-1.0,0.081633,-45.07837
B,29.102041,30,-1.0,0.102041,-45.74116
B,29.122449,30,-1.0,0.122449,-46.25498
B,29.142857,30,-1.0,0.142857,-46.65349
B,29.163265,30,-1.0,0.163265,-46.96283
B,29.183673,30,-1.0,0.183673,-47.20328
B,29.204082,30,-1.0,0.204082,-47.39062
B,29.22449,30,-1.0,0.22449,-47.53709
B,29.244898,30,-1.0,0.244898,-47.65224
B,29.265306,30,-1.0,0.265306,-47.74354
B,29.285714,30,-1.0,0.285714,-47.8168
B,29.306122,30,-1.0,0.306122,-47.87662
B,29.326531,30,-1.0,0.326531,-47.9266
B,29.346939,30,-1.0,0.346939,-47.96961
B,29.367347,30,-1.0,0.367347,-48.00795
B,29.387755,30,-1.0,0.387755,-48.04347
B,29.408163,30,-1.0,0.408163,-48.07768
B,29.428571,30,-1.0,0.428571,-48.11184
B,29.44898,30,-1.0,0.44898,-48.14701
B,29.469388,30,-1.0,0.469388,-48.1841
B,29.489796,30,-1.0,0.489796,-48.22392
B,29.510204,30,-1.0,0.510204,-48.26716
B,29.530612,30,-1.0,0.530612,-48.3145
B,29.55102,30,-1.0,0.55102,-48.36655
B,29.571429,30,-1.0,0.571429,-48.42388
B,29.591837,30,-1.0,0.591837,-48.48706
B,29.612245,30,-1.0,0.612245,-48.55663
B,29.632653,30,-1.0,0.632653,-48.63316
B,29.653061,30,-1.0,0.653061,-48.71717
B,29.673469,30,-1.0,0.673469,-48.80922
B,29.693878,30,-1.0,0.693878,-48.90986
B,29.714286,30,-1.0,0.714286,-49.01966
B,29.734694,30,-1.0,0.734694,-49.13918
B,29.755102,30,-1.0,0.755102,-49.26901
B,29.77551,30,-1.0,0.77551,-49.40975
B,29.795918,30,-1.0,0.795918,-49.56201
B,29.816327,30,-1.0,0.816327,-49.7264
B,29.836735,30,-1.0,0.836735,-49.90357
B,29.857143,30,-1.0,0.857143,-50.09417
B,29.877551,30,-1.0,0.877551,-50.29887
B,29.897959,30,-1.0,0.897959,-50.51834
B,29.918367,30,-1.0,0.918367,-50.75329
B,29.938776,30,-1.0,0.938776,-51.00443
B,29.959184,30,-1.0,0.959184,-51.27249
B,29.979592,30,-1.0,0.979592,-51.55821
B,30.0,30,-1.0,1.0,-51.86235
B,30.0,31,1.0,0.0,39.96886
B,30.020408,31,1.0,0.020408,41.81213
B,30.040816,31,1.0,0.040816,43.24037
B,30.061224,31,1.0,0.061224,44.34707
B,30.081633,31,1.0,0.081633,45.20466
B,30.102041,31,1.0,0.102041,45.86931
B,30.122449,31,1.0,0.122449,46.38456
B,30.142857,31,1.0,0.142857,46.78418
B,30.163265,31,1.0,0.163265,47.09439
B,30.183673,31,1.0,0.183673,47.33552
B,30.204082,31,1.0,0.204082,47.52338
B,30.22449,31,1.0,0.22449,47.67026
B,30.244898,31,1.0,0.244898,47.78574
B,30.265306,31,1.0,0.265306,47.87729
B,30.285714,31,1.0,0.285714,47.95076
B,30.306122,31,1.0,0.306122,48.01074
B,30.326531,31,1.0,0.326531,48.06086
B,30.346939,31,1.0,0.346939,48.104
B,30.367347,31,1.0,0.367347,48.14244
B,30.387755,31,1.0,0.387755,48.17806
B,30.408163,31,1.0,0.408163,48.21237
B,30.428571,31,1.0,0.428571,48.24662
B,30.44898,31,1.0,0.44898,48.28189
B,30.469388,31,1.0,0.469388,48.31909
B,30.489796,31,1.0,0.489796,48.35901
B,30.510204,31,1.0,0.510204,48.40238
B,30.530612,31,1.0,0.530612,48.44986
B,30.55102,31,1.0,0.55102,48.50204
B,30.571429,31,1.0,0.571429,48.55953
B,30.591837,31,1.0,0.591837,48.62289
B,30.612245,31,1.0,0.612245,48.69266
B,30.632653,31,1.0,0.632653,48.7694
B,30.653061,31,1.0,0.653061,48.85365
B,30.673469,31,1.0,0.673469,48.94596
B,30.693878,31,1.0,0.693878,49.04688
B,30.714286,31,1.0,0.714286,49.15698
B,30.734694,31,1.0,0.734694,49.27684
B,30.755102,31,1.0,0.755102,49.40704
B,30.77551,31,1.0,0.77551,49.54817
B,30.795918,31,1.0,0.795918,49.70086
B,30.816327,31,1.0,0.816327,49.86571
B,30.836735,31,1.0,0.836735,50.04338
B,30.857143,31,1.0,0.857143,50.23451
B,30.877551,31,1.0,0.877551,50.43978
B,30.897959,31,1.0,0.897959,50.65987
B,30.918367,31,1.0,0.918367,50.89548
B,30.938776,31,1.0,0.938776,51.14732
B,30.959184,31,1.0,0.959184,51.41613
B,30.979592,31,1.0,0.979592,51.70265
B,31.0,31,1.0,1.0,52.00764
B,31.0,32,-1.0,0.0,-39.84696
B,31.020408,32,-1.0,0.020408,-41.68461
B,31.040816,32,-1.0,0.040816,-43.1085
B,31.061224,32,-1.0,0.061224,-44.21182
B,31.081633,32,-1.0,0.081633,-45.06679
B,31.102041,32,-1.0,0.102041,-45.72941
B,31.122449,32,-1.0,0.122449,-46.24309
B,31.142857,32,-1.0,0.142857,-46.6415
B,31.163265,32,-1.0,0.163265,-46.95076
B,31.183673,32,-1.0,0.183673,-47.19116
B,31.204082,32,-1.0,0.204082,-47.37844
B,31.22449,32,-1.0,0.22449,-47.52487
B,31.244898,32,-1.0,0.244898,-47.64
B,31.265306,32,-1.0,0.265306,-47.73127
B,31.285714,32,-1.0,0.285714,-47.80452
B,31.306122,32,-1.0,0.306122,-47.86432
B,31.326531,32,-1.0,0.326531,-47.91429
B,31.346939,32,-1.0,0.346939,-47.95729
B,31.367347,32,-1.0,0.367347,-47.99562
B,31.387755,32,-1.0,0.387755,-48.03112
B,31.408163,32,-1.0,0.408163,-48.06533
B,31.428571,32,-1.0,0.428571,-48.09948
B,31.44898,32,-1.0,0.44898,-48.13464
B,31.469388,32,-1.0,0.469388,-48.17173
B,31.489796,32,-1.0,0.489796,-48.21153
B,31.510204,32,-1.0,0.510204,-48.25476
B,31.530612,32,-1.0,0.530612,-48.30209
B,31.55102,32,-1.0,0.55102,-48.35412
B,31.571429,32,-1.0,0.571429,-48.41144
B,31.591837,32,-1.0,0.591837,-48.4746
B,31.612245,32,-1.0,0.612245,-48.54416
B,31.632653,32,-1.0,0.632653,-48.62066
B,31.653061,32,-1.0,0.653061,-48.70465
B,31.673469,32,-1.0,0.673469,-48.79668
B,31.693878,32,-1.0,0.693878,-48.8973
B,31.714286,32,-1.0,0.714286,-49.00706
B,31.734694,32,-1.0,0.734694,-49.12656
B,31.755102,32,-1.0,0.755102,-49.25636
B,31.77551,32,-1.0,0.77551,-49.39706
B,31.795918,32,-1.0,0.795918,-49.54928
B,31.816327,32,-1.0,0.816327,-49.71363
B,31.836735,32,-1.0,0.836735,-49.89075
B,31.857143,32,-1.0,0.857143,-50.08131
B,31.877551,32,-1.0,0.877551,-50.28595
B,31.897959,32,-1.0,0.897959,-50.50537
B,31.918367,32,-1.0,0.918367,-50.74025
B,31.938776,32,-1.0,0.938776,-50.99133
B,31.959184,32,-1.0,0.959184,-51.25932
B,31.979592,32,-1.0,0.979592,-51.54496
B,32.0,32,-1.0,1.0,-51.84903
B,32.0,33,1.0,0.0,40.10922
B,32.020408,33,1.0,0.020408,41.95896
B,32.040816,33,1.0,0.040816,43.39222
B,32.061224,33,1.0,0.061224,44.5028
B,32.081633,33,1.0,0.081633,45.36341
B,32.102041,33,1.0,0.102041,46.03039
B,32.122449,33,1.0,0.122449,46.54745
B,32.142857,33,1.0,0.142857,46.94848
B,32.163265,33,1.0,0.163265,47.25978
B,32.183673,33,1.0,0.183673,47.50175
B,32.204082,33,1.0,0.204082,47.69027
B,32.22449,33,1.0,0.22449,47.83767
B,32.244898,33,1.0,0.244898,47.95355
B,32.265306,33,1.0,0.265306,48.04542
B,32.285714,33,1.0,0.285714,48.11915
B,32.306122,33,1.0,0.306122,48.17935
B,32.326531,33,1.0,0.326531,48.22964
B,32.346939,33,1.0,0.346939,48.27293
B,32.367347,33,1.0,0.367347,48.31151
B,32.387755,33,1.0,0.387755,48.34725
B,32.408163,33,1.0,0.408163,48.38168
B,32.428571,33,1.0,0.428571,48.41606
B,32.44898,33,1.0,0.44898,48.45145
B,32.469388,33,1.0,0.469388,48.48878
B,32.489796,33,1.0,0.489796,48.52884
B,32.510204,33,1.0,0.510204,48.57236
B,32.530612,33,1.0,0.530612,48.62
B,32.55102,33,1.0,0.55102,48.67237
B,32.571429,33,1.0,0.571429,48.73007
B,32.591837,33,1.0,0.591837,48.79364
B,32.612245,33,1.0,0.612245,48.86366
B,32.632653,33,1.0,0.632653,48.94067
B,32.653061,33,1.0,0.653061,49.02521
B,32.673469,33,1.0,0.673469,49.11784
B,32.693878,33,1.0,0.693878,49.21912
B,32.714286,33,1.0,0.714286,49.32961
B,32.734694,33,1.0,0.734694,49.44989
B,32.755102,33,1.0,0.755102,49.58055
B,32.77551,33,1.0,0.77551,49.72218
B,32.795918,33,1.0,0.795918,49.87539
B,32.816327,33,1.0,0.816327,50.04083
B,32.836735,33,1.0,0.836735,50.21912
B,32.857143,33,1.0,0.857143,50.41092
B,32.877551,33,1.0,0.877551,50.61691
B,32.897959,33,1.0,0.897959,50.83777
B,32.918367,33,1.0,0.918367,51.07421
B,32.938776,33,1.0,0.938776,51.32694
B,32.959184,33,1.0,0.959184,51.59669
B,32.979592,33,1.0,0.979592,51.88422
B,33.0,33,1.0,1.0,52.19028
B,33.0,34,-1.0,0.0,-39.97491
B,33.020408,34,-1.0,0.020408,-41.81846
B,33.040816,34,-1.0,0.040816,-43.24692
B,33.061224,34,-1.0,0.061224,-44.35378
B,33.081633,34,-1.0,0.081633,-45.2115
B,33.102041,34,-1.0,0.102041,-45.87625
B,33.122449,34,-1.0,0.122449,-46.39158
B,33.142857,34,-1.0,0.142857,-46.79127
B,33.163265,34,-1.0,0.163265,-47.10152
B,33.183673,34,-1.0,0.183673,-47.34269
B,33.204082,34,-1.0,0.204082,-47.53057
B,33.22449,34,-1.0,0.22449,-47.67747
B,33.244898,34,-1.0,0.244898,-47.79297
B,33.265306,34,-1.0,0.265306,-47.88453
B,33.285714,34,-1.0,0.285714,-47.95802
B,33.306122,34,-1.0,0.306122,-48.01801
B,33.326531,34,-1.0,0.326531,-48.06814
B,33.346939,34,-1.0,0.346939,-48.11128
B,33.367347,34,-1.0,0.367347,-48.14973
B,33.387755,34,-1.0,0.387755,-48.18535
B,33.408163,34,-1.0,0.408163,-48.21966
B,33.428571,34,-1.0,0.428571,-48.25393
B,33.44898,34,-1.0,0.44898,-48.2892
B,33.469388,34,-1.0,0.469388,-48.3264
B,33.489796,34,-1.0,0.489796,-48.36633
B,33.510204,34,-1.0,0.510204,-48.40971
B,33.530612,34,-1.0,0.530612,-48.45719
B,33.55102,34,-1.0,0.55102,-48.50939
B,33.571429,34,-1.0,0.571429,-48.56688
B,33.591837,34,-1.0,0.591837,-48.63025
B,33.612245,34,-1.0,0.612245,-48.70003
B,33.632653,34,-1.0,0.632653,-48.77678
B,33.653061,34,-1.0,0.653061,-48.86104
B,33.673469,34,-1.0,0.673469,-48.95336
B,33.693878,34,-1.0,0.693878,-49.0543
B,33.714286,34,-1.0,0.714286,-49.16442
B,33.734694,34,-1.0,0.734694,-49.2843
B,33.755102,34,-1.0,0.755102,-49.41452
B,33.77551,34,-1.0,0.77551,-49.55567
B,33.795918,34,-1.0,0.795918,-49.70838
B,33.816327,34,-1.0,0.816327,-49.87326
B,33.836735,34,-1.0,0.836735,-50.05095
B,33.857143,34,-1.0,0.857143,-50.24211
B,33.877551,34,-1.0,0.877551,-50.44741
B,33.897959,34,-1.0,0.897959,-50.66754
B,33.918367,34,-1.0,0.918367,-50.90318
B,33.938776,34,-1.0,0.938776,-51.15506
B,33.959184,34,-1.0,0.959184,-51.42391
B,33.979592,34,-1.0,0.979592,-51.71047
B,34.0,34,-1.0,1.0,-52.01551
B,34.0,35,1.0,0.0,40.25624
B,34.020408,35,1.0,0.020408,42.11276
B,34.040816,35,1.0,0.040816,43.55128
B,34.061224,35,1.0,0.061224,44.66593
B,34.081633,35,1.0,0.081633,45.52968
B,34.102041,35,1.0,0.102041,46.19911
B,34.122449,35,1.0,0.122449,46.71807
B,34.142857,35,1.0,0.142857,47.12057
B,34.163265,35,1.0,0.163265,47.43301
B,34.183673,35,1.0,0.183673,47.67587
B,34.204082,35,1.0,0.204082,47.86508
B,34.22449,35,1.0,0.22449,48.01301
B,34.244898,35,1.0,0.244898,48.12932
B,34.265306,35,1.0,0.265306,48.22153
B,34.285714,35,1.0,0.285714,48.29553
B,34.306122,35,1.0,0.306122,48.35594
B,34.326531,35,1.0,0.326531,48.40642
B,34.346939,35,1.0,0.346939,48.44987
B,34.367347,35,1.0,0.367347,48.48859
B,34.387755,35,1.0,0.387755,48.52446
B,34.408163,35,1.0,0.408163,48.55902
B,34.428571,35,1.0,0.428571,48.59352
B,34.44898,35,1.0,0.44898,48.62905
B,34.469388,35,1.0,0.469388,48.66651
B,34.489796,35,1.0,0.489796,48.70672
B,34.510204,35,1.0,0.510204,48.7504
B,34.530612,35,1.0,0.530612,48.79821
B,34.55102,35,1.0,0.55102,48.85078
B,34.571429,35,1.0,0.571429,48.90868
B,34.591837,35,1.0,0.591837,48.97249
B,34.612245,35,1.0,0.612245,49.04277
B,34.632653,35,1.0,0.632653,49.12006
B,34.653061,35,1.0,0.653061,49.20491
B,34.673469,35,1.0,0.673469,49.29788
B,34.693878,35,1.0,0.693878,49.39953
B,34.714286,35,1.0,0.714286,49.51043
B,34.734694,35,1.0,0.734694,49.63115
B,34.755102,35,1.0,0.755102,49.76228
B,34.77551,35,1.0,0.77551,49.90443
B,34.795918,35,1.0,0.795918,50.05821
B,34.816327,35,1.0,0.816327,50.22425
B,34.836735,35,1.0,0.836735,50.40319
B,34.857143,35,1.0,0.857143,50.5957
B,34.877551,35,1.0,0.877551,50.80245
B,34.897959,35,1.0,0.897959,51.02412
B,34.918367,35,1.0,0.918367,51.26142
B,34.938776,35,1.0,0.938776,51.51507
B,34.959184,35,1.0,0.959184,51.78581
B,34.979592,35,1.0,0.979592,52.07439
B,35.0,35,1.0,1.0,52.38158
B,35.0,36,-1.0,0.0,-40.08547
B,35.020408,36,-1.0,0.020408,-41.93411
B,35.040816,36,-1.0,0.040816,-43.36653
B,35.061224,36,-1.0,0.061224,-44.47645
B,35.081633,36,-1.0,0.081633,-45.33654
B,35.102041,36,-1.0,0.102041,-46.00313
B,35.122449,36,-1.0,0.122449,-46.51988
B,35.142857,36,-1.0,0.142857,-46.92068
B,35.163265,36,-1.0,0.163265,-47.23179
B,35.183673,36,-1.0,0.183673,-47.47362
B,35.204082,36,-1.0,0.204082,-47.66203
B,35.22449,36,-1.0,0.22449,-47.80934
B,35.244898,36,-1.0,0.244898,-47.92515
B,35.265306,36,-1.0,0.265306,-48.01697
B,35.285714,36,-1.0,0.285714,-48.09065
B,35.306122,36,-1.0,0.306122,-48.15081
B,35.326531,36,-1.0,0.326531,-48.20108
B,35.346939,36,-1.0,0.346939,-48.24434
B,35.367347,36,-1.0,0.367347,-48.2829
B,35.387755,36,-1.0,0.387755,-48.31862
B,35.408163,36,-1.0,0.408163,-48.35302
B,35.428571,36,-1.0,0.428571,-48.38738
B,35.44898,36,-1.0,0.44898,-48.42275
B,35.469388,36,-1.0,0.469388,-48.46006
B,35.489796,36,-1.0,0.489796,-48.5001
B,35.510204,36,-1.0,0.510204,-48.54359
B,35.530612,36,-1.0,0.530612,-48.59121
B,35.55102,36,-1.0,0.55102,-48.64355
B,35.571429,36,-1.0,0.571429,-48.70121
B,35.591837,36,-1.0,0.591837,-48.76475
B,35.612245,36,-1.0,0.612245,-48.83472
B,35.632653,36,-1.0,0.632653,-48.91168
B,35.653061,36,-1.0,0.653061,-48.99618
B,35.673469,36,-1.0,0.673469,-49.08875
B,35.693878,36,-1.0,0.693878,-49.18997
B,35.714286,36,-1.0,0.714286,-49.3004
B,35.734694,36,-1.0,0.734694,-49.42061
B,35.755102,36,-1.0,0.755102,-49.55118
B,35.77551,36,-1.0,0.77551,-49.69273
B,35.795918,36,-1.0,0.795918,-49.84586
B,35.816327,36,-1.0,0.816327,-50.01119
B,35.836735,36,-1.0,0.836735,-50.18938
B,35.857143,36,-1.0,0.857143,-50.38107
B,35.877551,36,-1.0,0.877551,-50.58694
B,35.897959,36,-1.0,0.897959,-50.80767
B,35.918367,36,-1.0,0.918367,-51.04396
B,35.938776,36,-1.0,0.938776,-51.29654
B,35.959184,36,-1.0,0.959184,-51.56613
B,35.979592,36,-1.0,0.979592,-51.85349
B,36.0,36,-1.0,1.0,-52.15937
B,36.0,37,1.0,0.0,39.93033
B,36.020408,37,1.0,0.020408,41.77182
B,36.040816,37,1.0,0.040816,43.19869
B,36.061224,37,1.0,0.061224,44.30431
B,36.081633,37,1.0,0.081633,45.16108
B,36.102041,37,1.0,0.102041,45.82508
B,36.122449,37,1.0,0.122449,46.33984
B,36.142857,37,1.0,0.142857,46.73908
B,36.163265,37,1.0,0.163265,47.04899
B,36.183673,37,1.0,0.183673,47.28989
B,36.204082,37,1.0,0.204082,47.47756
B,36.22449,37,1.0,0.22449,47.6243
B,36.244898,37,1.0,0.244898,47.73967
B,36.265306,37,1.0,0.265306,47.83113
B,36.285714,37,1.0,0.285714,47.90453
B,36.306122,37,1.0,0.306122,47.96446
B,36.326531,37,1.0,0.326531,48.01453
B,36.346939,37,1.0,0.346939,48.05762
B,36.367347,37,1.0,0.367347,48.09603
B,36.387755,37,1.0,0.387755,48.13161
B,36.408163,37,1.0,0.408163,48.16589
B,36.428571,37,1.0,0.428571,48.20011
B,36.44898,37,1.0,0.44898,48.23535
B,36.469388,37,1.0,0.469388,48.27251
B,36.489796,37,1.0,0.489796,48.31239
B,36.510204,37,1.0,0.510204,48.35572
B,36.530612,37,1.0,0.530612,48.40315
B,36.55102,37,1.0,0.55102,48.45528
B,36.571429,37,1.0,0.571429,48.51272
B,36.591837,37,1.0,0.591837,48.57601
B,36.612245,37,1.0,0.612245,48.64572
B,36.632653,37,1.0,0.632653,48.72238
B,36.653061,37,1.0,0.653061,48.80655
B,36.673469,37,1.0,0.673469,48.89877
B,36.693878,37,1.0,0.693878,48.99959
B,36.714286,37,1.0,0.714286,49.10959
B,36.734694,37,1.0,0.734694,49.22933
B,36.755102,37,1.0,0.755102,49.35941
B,36.77551,37,1.0,0.77551,49.5004
B,36.795918,37,1.0,0.795918,49.65294
B,36.816327,37,1.0,0.816327,49.81764
B,36.836735,37,1.0,0.836735,49.99513
B,36.857143,37,1.0,0.857143,50.18608
B,36.877551,37,1.0,0.877551,50.39115
B,36.897959,37,1.0,0.897959,50.61103
B,36.918367,37,1.0,0.918367,50.84641
B,36.938776,37,1.0,0.938776,51.09801
B,36.959184,37,1.0,0.959184,51.36656
B,36.979592,37,1.0,0.979592,51.6528
