formulation,frequency_Hz,Z_real_ohm,minus_Z_imag_ohm,series
Formulation C,1.035587,12.47153,0.46202,model
Formulation C,1.002083,12.47777,0.46529,model
Formulation C,0.969662,12.4841,0.46877,model
Formulation C,0.93829,12.49053,0.47243,model
Formulation C,0.907934,12.49706,0.47629,model
Formulation C,0.878559,12.5037,0.48035,model
Formulation C,0.850135,12.51044,0.48459,model
Formulation C,0.82263,12.5173,0.48903,model
Formulation C,0.796016,12.52426,0.49366,model
Formulation C,0.770262,12.53134,0.49847,model
Formulation C,0.745342,12.53853,0.50347,model
Formulation C,0.721227,12.54584,0.50867,model
Formulation C,0.697893,12.55326,0.51405,model
Formulation C,0.675314,12.56081,0.51962,model
Formulation C,0.653466,12.56848,0.52537,model
Formulation C,0.632324,12.57628,0.53132,model
Formulation C,0.611866,12.5842,0.53745,model
Formulation C,0.59207,12.59225,0.54377,model
Formulation C,0.572915,12.60044,0.55028,model
Formulation C,0.554379,12.60876,0.55698,model
Formulation C,0.536443,12.61721,0.56387,model
Formulation C,0.519088,12.62581,0.57094,model
Formulation C,0.502294,12.63455,0.57821,model
Formulation C,0.486043,12.64342,0.58567,model
Formulation C,0.470318,12.65245,0.59333,model
Formulation C,0.455102,12.66162,0.60117,model
Formulation C,0.440378,12.67095,0.60921,model
Formulation C,0.42613,12.68043,0.61745,model
Formulation C,0.412343,12.69007,0.62588,model
Formulation C,0.399003,12.69986,0.63451,model
Formulation C,0.386094,12.70982,0.64334,model
Formulation C,0.373602,12.71994,0.65238,model
Formulation C,0.361515,12.73022,0.66161,model
Formulation C,0.349819,12.74068,0.67105,model
Formulation C,0.338501,12.75131,0.6807,model
Formulation C,0.32755,12.76212,0.69055,model
Formulation C,0.316952,12.77311,0.70061,model
Formulation C,0.306698,12.78427,0.71089,model
Formulation C,0.296775,12.79562,0.72137,model
Formulation C,0.287174,12.80716,0.73208,model
Formulation C,0.277883,12.81889,0.743,model
Formulation C,0.268892,12.83082,0.75414,model
Formulation C,0.260193,12.84294,0.76551,model
Formulation C,0.251775,12.85526,0.7771,model
Formulation C,0.243629,12.86779,0.78892,model
Formulation C,0.235747,12.88052,0.80096,model
Formulation C,0.22812,12.89347,0.81325,model
Formulation C,0.220739,12.90663,0.82576,model
Formulation C,0.213598,12.92,0.83852,model
Formulation C,0.206687,12.9336,0.85152,model
Formulation C,0.2,12.94743,0.86476,model
Formulation C,100000.0,3.20798,-0.0023,synthetic point
Formulation C,69644.293763,3.13202,0.13908,synthetic point
Formulation C,46934.040592,3.19843,-0.06339,synthetic point
Formulation C,31629.356079,3.03934,-0.20887,synthetic point
Formulation C,22028.041663,3.10605,-0.01022,synthetic point
Formulation C,14844.934821,3.09793,0.21228,synthetic point
Formulation C,10004.16166,2.95408,0.09799,synthetic point
Formulation C,6741.912425,3.09079,0.0749,synthetic point
Formulation C,4695.357294,3.17777,0.3851,synthetic point
Formulation C,3164.251914,2.88412,0.33572,synthetic point
Formulation C,2132.423487,3.16003,0.63998,synthetic point
Formulation C,1437.063184,3.22996,0.48258,synthetic point
Formulation C,1000.832505,3.07262,1.03533,synthetic point
Formulation C,674.471818,3.39133,1.42126,synthetic point
Formulation C,454.533831,3.66638,2.06761,synthetic point
Formulation C,306.315251,4.18491,2.85951,synthetic point
Formulation C,213.331093,4.90071,3.50567,synthetic point
Formulation C,143.766124,6.32926,4.38845,synthetic point
Formulation C,96.885541,7.9946,4.68041,synthetic point
Formulation C,67.475251,9.45649,4.30209,synthetic point
Formulation C,45.472299,10.77888,3.5851,synthetic point
Formulation C,30.644273,11.42024,2.37822,synthetic point
Formulation C,20.651506,11.97622,1.58672,synthetic point
Formulation C,14.382595,11.96716,1.57671,synthetic point
Formulation C,9.692586,12.29025,0.91869,synthetic point
Formulation C,6.531938,12.04867,0.62044,synthetic point
Formulation C,4.401944,12.27586,0.55787,synthetic point
Formulation C,3.065703,12.22249,0.5964,synthetic point
Formulation C,2.06601,12.41325,0.53779,synthetic point
Formulation C,1.392306,12.3143,0.48728,synthetic point
Formulation C,0.93829,12.48904,0.62037,synthetic point
Formulation C,0.653466,12.66332,0.51946,synthetic point
Formulation C,0.440378,12.72649,0.63776,synthetic point
Formulation C,0.296775,12.91658,0.80635,synthetic point
Formulation C,0.2,12.98131,0.81288,synthetic point
