cycle,direction,capacity_mAh_g,voltage_V,cycling_endpoint_mAh_g
500,discharge,96.151121,3.857597,168.73579
500,discharge,97.093779,3.853232,168.73579
500,discharge,98.036437,3.848837,168.73579
500,discharge,98.979095,3.844409,168.73579
500,discharge,99.921753,3.839948,168.73579
500,discharge,100.864411,3.835451,168.73579
500,discharge,101.807069,3.830918,168.73579
500,discharge,102.749727,3.826345,168.73579
500,discharge,103.692385,3.821732,168.73579
500,discharge,104.635043,3.817076,168.73579
500,discharge,105.577701,3.812376,168.73579
500,discharge,106.520359,3.80763,168.73579
500,discharge,107.463017,3.802835,168.73579
500,discharge,108.405675,3.797989,168.73579
500,discharge,109.348333,3.793089,168.73579
500,discharge,110.290991,3.788135,168.73579
500,discharge,111.233649,3.783122,168.73579
500,discharge,112.176307,3.77805,168.73579
500,discharge,113.118965,3.772914,168.73579
500,discharge,114.061623,3.767712,168.73579
500,discharge,115.004281,3.762442,168.73579
500,discharge,115.946939,3.757101,168.73579
500,discharge,116.889598,3.751685,168.73579
500,discharge,117.832256,3.746192,168.73579
500,discharge,118.774914,3.740619,168.73579
500,discharge,119.717572,3.734961,168.73579
500,discharge,120.66023,3.729217,168.73579
500,discharge,121.602888,3.723382,168.73579
500,discharge,122.545546,3.717452,168.73579
500,discharge,123.488204,3.711424,168.73579
500,discharge,124.430862,3.705295,168.73579
500,discharge,125.37352,3.69906,168.73579
500,discharge,126.316178,3.692715,168.73579
500,discharge,127.258836,3.686256,168.73579
500,discharge,128.201494,3.679678,168.73579
500,discharge,129.144152,3.672978,168.73579
500,discharge,130.08681,3.666151,168.73579
500,discharge,131.029468,3.659191,168.73579
500,discharge,131.972126,3.652094,168.73579
500,discharge,132.914784,3.644856,168.73579
500,discharge,133.857442,3.63747,168.73579
500,discharge,134.8001,3.629932,168.73579
500,discharge,135.742758,3.622236,168.73579
500,discharge,136.685416,3.614376,168.73579
500,discharge,137.628075,3.606348,168.73579
500,discharge,138.570733,3.598144,168.73579
500,discharge,139.513391,3.589759,168.73579
500,discharge,140.456049,3.581187,168.73579
500,discharge,141.398707,3.572421,168.73579
500,discharge,142.341365,3.563455,168.73579
500,discharge,143.284023,3.554281,168.73579
500,discharge,144.226681,3.544893,168.73579
500,discharge,145.169339,3.535284,168.73579
500,discharge,146.111997,3.525446,168.73579
500,discharge,147.054655,3.515372,168.73579
500,discharge,147.997313,3.505054,168.73579
500,discharge,148.939971,3.494485,168.73579
500,discharge,149.882629,3.483655,168.73579
500,discharge,150.825287,3.472558,168.73579
500,discharge,151.767945,3.461183,168.73579
500,discharge,152.710603,3.449523,168.73579
500,discharge,153.653261,3.437569,168.73579
500,discharge,154.595919,3.425311,168.73579
500,discharge,155.538577,3.412739,168.73579
500,discharge,156.481235,3.399845,168.73579
500,discharge,157.423893,3.386618,168.73579
500,discharge,158.366552,3.373049,168.73579
500,discharge,159.30921,3.359126,168.73579
500,discharge,160.251868,3.344839,168.73579
500,discharge,161.194526,3.330178,168.73579
500,discharge,162.137184,3.31513,168.73579
500,discharge,163.079842,3.299686,168.73579
500,discharge,164.0225,3.283832,168.73579
500,discharge,164.965158,3.267557,168.73579
500,discharge,165.907816,3.25085,168.73579
500,discharge,166.850474,3.233696,168.73579
500,discharge,167.793132,3.216084,168.73579
500,discharge,168.73579,3.198,168.73579
